chunk_id,chunk_type,source_id,chapter_id,chapter_name,concept_id,concept_name,difficulty,title,content,search_text,doc_id
question::q_tri_005,question,q_tri_005,ch_triangles,Triangles,c_basic_proportionality_theorem,Basic Proportionality Theorem,hard,Practice Question: q_tri_005,"Question: In triangle ABC, D lies on AB and E lies on AC such that DE is parallel to BC. If AD = 3 cm, DB = x cm, AE = 4 cm, and EC = x + 2 cm, find x.. Expected final answer: 6. Difficulty: hard. Tags: triangles, bpt, algebraic_reasoning","Practice Question: q_tri_005 Triangles Basic Proportionality Theorem hard Question: In triangle ABC, D lies on AB and E lies on AC such that DE is parallel to BC. If AD = 3 cm, DB = x cm, AE = 4 cm, and EC = x + 2 cm, find x.. Expected final answer: 6. Difficulty: hard. Tags: triangles, bpt, algebraic_reasoning",question::q_tri_005
question::q_tri_002,question,q_tri_002,ch_triangles,Triangles,c_basic_proportionality_theorem,Basic Proportionality Theorem,medium,Practice Question: q_tri_002,"Question: In triangle ABC, D lies on AB and E lies on AC. If DE is parallel to BC, AD = 3 cm, DB = 2 cm, and AE = 4.5 cm, find AC.. Expected final answer: 7.5 cm. Difficulty: medium. Tags: triangles, bpt, parallel_lines","Practice Question: q_tri_002 Triangles Basic Proportionality Theorem medium Question: In triangle ABC, D lies on AB and E lies on AC. If DE is parallel to BC, AD = 3 cm, DB = 2 cm, and AE = 4.5 cm, find AC.. Expected final answer: 7.5 cm. Difficulty: medium. Tags: triangles, bpt, parallel_lines",question::q_tri_002
question::q_tri_003,question,q_tri_003,ch_triangles,Triangles,c_pythagoras_theorem,Pythagoras Theorem,medium,Practice Question: q_tri_003,"Question: A right triangle has legs of length 9 cm and 12 cm. Find the length of the hypotenuse.. Expected final answer: 15 cm. Difficulty: medium. Tags: triangles, pythagoras, right_triangle","Practice Question: q_tri_003 Triangles Pythagoras Theorem medium Question: A right triangle has legs of length 9 cm and 12 cm. Find the length of the hypotenuse.. Expected final answer: 15 cm. Difficulty: medium. Tags: triangles, pythagoras, right_triangle",question::q_tri_003
question::q_tri_001,question,q_tri_001,ch_triangles,Triangles,c_similar_triangles,Similar Triangles,easy,Practice Question: q_tri_001,"Question: The sides of two triangles are 6 cm, 8 cm, 10 cm and 9 cm, 12 cm, 15 cm. Are the triangles similar?. Expected final answer: Yes, the triangles are similar.. Difficulty: easy. Tags: triangles, similarity, sss","Practice Question: q_tri_001 Triangles Similar Triangles easy Question: The sides of two triangles are 6 cm, 8 cm, 10 cm and 9 cm, 12 cm, 15 cm. Are the triangles similar?. Expected final answer: Yes, the triangles are similar.. Difficulty: easy. Tags: triangles, similarity, sss",question::q_tri_001
question::q_tri_004,question,q_tri_004,ch_triangles,Triangles,c_similarity_area_ratio,Criteria for Similarity and Area Ratio,hard,Practice Question: q_tri_004,"Question: Two similar triangles have corresponding side lengths in the ratio 3:5. If the area of the smaller triangle is 27 cm^2, find the area of the larger triangle.. Expected final answer: 75 cm^2. Difficulty: hard. Tags: triangles, similarity, area_ratio","Practice Question: q_tri_004 Triangles Criteria for Similarity and Area Ratio hard Question: Two similar triangles have corresponding side lengths in the ratio 3:5. If the area of the smaller triangle is 27 cm^2, find the area of the larger triangle.. Expected final answer: 75 cm^2. Difficulty: hard. Tags: triangles, similarity, area_ratio",question::q_tri_004
question::q_trig_004,question,q_trig_004,ch_trigonometry,Introduction to Trigonometry,c_heights_distances,Heights and Distances,hard,Practice Question: q_trig_004,"Question: From a point on the ground 20 m away from the base of a tower, the angle of elevation of the top is 60 degrees. Find the height of the tower.. Expected final answer: 20*sqrt(3) m (approximately 34.64 m). Difficulty: hard. Tags: trigonometry, heights_distances, application","Practice Question: q_trig_004 Introduction to Trigonometry Heights and Distances hard Question: From a point on the ground 20 m away from the base of a tower, the angle of elevation of the top is 60 degrees. Find the height of the tower.. Expected final answer: 20*sqrt(3) m (approximately 34.64 m). Difficulty: hard. Tags: trigonometry, heights_distances, application",question::q_trig_004
question::q_trig_002,question,q_trig_002,ch_trigonometry,Introduction to Trigonometry,c_standard_trig_values,Standard Trigonometric Values,easy,Practice Question: q_trig_002,"Question: Write the values of sin 30 degrees, cos 60 degrees, and tan 45 degrees.. Expected final answer: sin 30 degrees = 1/2, cos 60 degrees = 1/2, tan 45 degrees = 1. Difficulty: easy. Tags: trigonometry, standard_values, angles","Practice Question: q_trig_002 Introduction to Trigonometry Standard Trigonometric Values easy Question: Write the values of sin 30 degrees, cos 60 degrees, and tan 45 degrees.. Expected final answer: sin 30 degrees = 1/2, cos 60 degrees = 1/2, tan 45 degrees = 1. Difficulty: easy. Tags: trigonometry, standard_values, angles",question::q_trig_002
question::q_trig_003,question,q_trig_003,ch_trigonometry,Introduction to Trigonometry,c_trig_identities,Trigonometric Identities,medium,Practice Question: q_trig_003,"Question: If sin(theta) = 3/5 and cos(theta) = 4/5 for an acute angle theta, verify that 1 + tan^2(theta) = sec^2(theta).. Expected final answer: Both sides equal 25/16. Difficulty: medium. Tags: trigonometry, identity, verification","Practice Question: q_trig_003 Introduction to Trigonometry Trigonometric Identities medium Question: If sin(theta) = 3/5 and cos(theta) = 4/5 for an acute angle theta, verify that 1 + tan^2(theta) = sec^2(theta).. Expected final answer: Both sides equal 25/16. Difficulty: medium. Tags: trigonometry, identity, verification",question::q_trig_003
question::q_trig_001,question,q_trig_001,ch_trigonometry,Introduction to Trigonometry,c_trigonometric_ratios,Trigonometric Ratios,easy,Practice Question: q_trig_001,"Question: In a right triangle, the side opposite angle theta is 7 cm and the adjacent side is 24 cm. Find sin(theta), cos(theta), and tan(theta).. Expected final answer: sin(theta) = 7/25, cos(theta) = 24/25, tan(theta) = 7/24. Difficulty: easy. Tags: trigonometry, ratios, right_triangle","Practice Question: q_trig_001 Introduction to Trigonometry Trigonometric Ratios easy Question: In a right triangle, the side opposite angle theta is 7 cm and the adjacent side is 24 cm. Find sin(theta), cos(theta), and tan(theta).. Expected final answer: sin(theta) = 7/25, cos(theta) = 24/25, tan(theta) = 7/24. Difficulty: easy. Tags: trigonometry, ratios, right_triangle",question::q_trig_001
question::q_trig_005,question,q_trig_005,ch_trigonometry,Introduction to Trigonometry,c_trigonometric_ratios,Trigonometric Ratios,medium,Practice Question: q_trig_005,"Question: If tan(theta) = 3/4 for an acute angle theta, find sin(theta) and cos(theta).. Expected final answer: sin(theta) = 3/5, cos(theta) = 4/5. Difficulty: medium. Tags: trigonometry, tan, ratio_conversion","Practice Question: q_trig_005 Introduction to Trigonometry Trigonometric Ratios medium Question: If tan(theta) = 3/4 for an acute angle theta, find sin(theta) and cos(theta).. Expected final answer: sin(theta) = 3/5, cos(theta) = 4/5. Difficulty: medium. Tags: trigonometry, tan, ratio_conversion",question::q_trig_005
solution::q_tb_circle_perimeter_area_applications_001,solution,q_tb_circle_perimeter_area_applications_001,ch_areas_related_to_circles,Areas Related to Circles,c_circle_perimeter_area_applications,Perimeter and Area Applications on Circle Figures,hard,Worked Solution: q_tb_circle_perimeter_area_applications_001,"Question: Find the perimeter of a semicircular figure of radius 14 cm, including the diameter. Use pi = 22/7.. Worked solution: Perimeter of the semicircular figure = semicircular arc + diameter = pi r + 2r = 22/7 x 14 + 28 = 44 + 28 = 72 cm.. Final answer: 72 cm","Worked Solution: q_tb_circle_perimeter_area_applications_001 Areas Related to Circles Perimeter and Area Applications on Circle Figures hard Question: Find the perimeter of a semicircular figure of radius 14 cm, including the diameter. Use pi = 22/7.. Worked solution: Perimeter of the semicircular figure = semicircular arc + diameter = pi r + 2r = 22/7 x 14 + 28 = 44 + 28 = 72 cm.. Final answer: 72 cm",solution::q_tb_circle_perimeter_area_applications_001
solution::q_tb_circle_perimeter_area_applications_002,solution,q_tb_circle_perimeter_area_applications_002,ch_areas_related_to_circles,Areas Related to Circles,c_circle_perimeter_area_applications,Perimeter and Area Applications on Circle Figures,hard,Worked Solution: q_tb_circle_perimeter_area_applications_002,Question: A quadrant has radius 14 cm. Find its perimeter using pi = 22/7.. Worked solution: Perimeter of a quadrant = arc length of one-fourth of a circle + two radii = (1/4)(2pi r) + 2r = (1/2)pi r + 2r = 22 + 28 = 50 cm.. Final answer: 50 cm,Worked Solution: q_tb_circle_perimeter_area_applications_002 Areas Related to Circles Perimeter and Area Applications on Circle Figures hard Question: A quadrant has radius 14 cm. Find its perimeter using pi = 22/7.. Worked solution: Perimeter of a quadrant = arc length of one-fourth of a circle + two radii = (1/4)(2pi r) + 2r = (1/2)pi r + 2r = 22 + 28 = 50 cm.. Final answer: 50 cm,solution::q_tb_circle_perimeter_area_applications_002
solution::q_tb_sectors_segments_002,solution,q_tb_sectors_segments_002,ch_areas_related_to_circles,Areas Related to Circles,c_sectors_segments,Sectors and Segments of a Circle,hard,Worked Solution: q_tb_sectors_segments_002,Question: A sector of a circle has radius 14 cm and angle 60 degrees. Find its arc length using pi = 22/7.. Worked solution: Arc length = (theta/360) x 2pi r = (60/360) x 2 x 22/7 x 14 = 44/3 cm.. Final answer: 44/3 cm,Worked Solution: q_tb_sectors_segments_002 Areas Related to Circles Sectors and Segments of a Circle hard Question: A sector of a circle has radius 14 cm and angle 60 degrees. Find its arc length using pi = 22/7.. Worked solution: Arc length = (theta/360) x 2pi r = (60/360) x 2 x 22/7 x 14 = 44/3 cm.. Final answer: 44/3 cm,solution::q_tb_sectors_segments_002
solution::q_tb_sectors_segments_001,solution,q_tb_sectors_segments_001,ch_areas_related_to_circles,Areas Related to Circles,c_sectors_segments,Sectors and Segments of a Circle,medium,Worked Solution: q_tb_sectors_segments_001,Question: Find the area of a sector of radius 7 cm and central angle 90 degrees.. Worked solution: Area of a sector = (theta/360) x pi r^2. So the area is (90/360) x pi x 7^2 = 49pi/4 square cm.. Final answer: 49pi/4 square cm,Worked Solution: q_tb_sectors_segments_001 Areas Related to Circles Sectors and Segments of a Circle medium Question: Find the area of a sector of radius 7 cm and central angle 90 degrees.. Worked solution: Area of a sector = (theta/360) x pi r^2. So the area is (90/360) x pi x 7^2 = 49pi/4 square cm.. Final answer: 49pi/4 square cm,solution::q_tb_sectors_segments_001
solution::q_tb_ap_applications_002,solution,q_tb_ap_applications_002,ch_arithmetic_progressions,Arithmetic Progressions,c_ap_applications,Applications of Arithmetic Progressions,hard,Worked Solution: q_tb_ap_applications_002,"Question: A child saves Rs 5 on the first day, Rs 8 on the second day, Rs 11 on the third day, and continues in the same pattern. How much will the child save in 20 days?. Worked solution: Savings form an A.P. with a = 5, d = 3, and n = 20. Then S_20 = 20/2 [2 x 5 + 19 x 3] = 10(10 + 57) = 670. So the child saves Rs 670 in 20 days.. Final answer: 670 rupees","Worked Solution: q_tb_ap_applications_002 Arithmetic Progressions Applications of Arithmetic Progressions hard Question: A child saves Rs 5 on the first day, Rs 8 on the second day, Rs 11 on the third day, and continues in the same pattern. How much will the child save in 20 days?. Worked solution: Savings form an A.P. with a = 5, d = 3, and n = 20. Then S_20 = 20/2 [2 x 5 + 19 x 3] = 10(10 + 57) = 670. So the child saves Rs 670 in 20 days.. Final answer: 670 rupees",solution::q_tb_ap_applications_002
solution::q_tb_ap_applications_001,solution,q_tb_ap_applications_001,ch_arithmetic_progressions,Arithmetic Progressions,c_ap_applications,Applications of Arithmetic Progressions,medium,Worked Solution: q_tb_ap_applications_001,"Question: In an auditorium, the first row has 20 seats, the second row has 22 seats, and each next row has 2 more seats than the previous row. How many seats are there in the first 15 rows?. Worked solution: The number of seats forms an AP with a = 20, d = 2, and n = 15. So S_15 = 15/2 [2(20) + 14 x 2] = 15/2 (40 + 28) = 15/2 x 68 = 510.. Final answer: 510","Worked Solution: q_tb_ap_applications_001 Arithmetic Progressions Applications of Arithmetic Progressions medium Question: In an auditorium, the first row has 20 seats, the second row has 22 seats, and each next row has 2 more seats than the previous row. How many seats are there in the first 15 rows?. Worked solution: The number of seats forms an AP with a = 20, d = 2, and n = 15. So S_15 = 15/2 [2(20) + 14 x 2] = 15/2 (40 + 28) = 15/2 x 68 = 510.. Final answer: 510",solution::q_tb_ap_applications_001
